psu,finwgt,stratum,Q1,Q2,Q3,ECIGT,ECIGAR,ESLT,EELCIGT,EHOOKAH,EROLLCIGTS,EPIPE,ESNUS,EDISSOLV,EBIDIS,EHTP,CCIGT,CCIGAR,CSLT,CELCIGT,CHOOKAH,CROLLCIGTS,CPIPE,CSNUS,CDISSOLV,CBIDIS,CHTP,Q40,Q62A,Q62B,Q62C,Q62D,Q62E,Q62F,Q62G
602241,1592.8878813,BU1,9,2,6,1,2,2,1,1,2,2,2,2,2,M,2,2,2,2,1,2,2,2,2,2,2,.S,1,NA,1,NA,NA,1,1
602241,1592.6392583,BU1,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,NA,NA,1,NA,NA,NA,1
602241,1592.6392583,BU1,7,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,1
602241,1592.6392583,BU1,8,2,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,1,NA
602241,1592.8878813,BU1,9,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.8878813,BU1,9,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,2358.8887542,BU1,10,2,7,2,2,2,1,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,7,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,NA,NA
602241,1592.8878813,BU1,9,2,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,7,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1680.8112285,BU1,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1144.5929657,BU1,6,2,4,1,1,2,1,2,2,2,2,2,2,M,2,1,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,1,NA
602241,2358.8887542,BU1,9,2,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,1,NA
602241,1592.6392583,BU1,7,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,2358.8887542,BU1,9,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,7,2,5,2,2,2,1,2,2,2,2,2,2,M,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,1,1,NA,1,1
602241,1592.6392583,BU1,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,2094.8121363,BU1,9,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,2094.8121363,BU1,9,1,6,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1362.316235,BU1,7,1,4,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,8,NA,NA,1,NA,NA,NA,NA
602241,1152.1285879,BU1,7,1,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1660.6175946,BU1,8,1,6,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA
602241,1362.316235,BU1,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1362.316235,BU1,6,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1362.316235,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1152.1285879,BU1,8,1,5,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,3,1,NA,NA,NA,NA,1,NA
602241,1362.316235,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,2094.8121363,BU1,9,1,6,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,.S,.S,.S,.S,.S,.S,.S
602241,1152.1285879,BU1,7,1,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1362.316235,BU1,6,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1362.316235,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,2094.8121363,BU1,9,1,6,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,NA,NA
602241,2094.8121363,BU1,9,1,6,1,2,2,1,2,2,2,2,2,2,M,2,2,2,1,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,1
602241,1421.4129876,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1035.7183107,BU1,7,1,5,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1362.316235,BU1,7,1,4,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,NA,1,NA,NA,1,NA
602241,1362.316235,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1803.0026238,BU1,10,1,7,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,NA,NA
602241,1680.8112285,BU1,6,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,2,2,2,1,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,2358.8887542,BU1,10,2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.8878813,BU1,9,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.8878813,BU1,9,2,6,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,1,NA
602241,1680.8112285,BU1,6,2,4,1,1,2,1,2,2,2,2,2,2,M,2,1,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,1,NA
602241,2358.8887542,BU1,10,2,7,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,945.43340706,BU1,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,1592.6392583,BU1,8,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,8,NA,NA,NA,NA,NA,NA,1
602241,1592.6392583,BU1,9,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA
602241,2358.8887542,BU1,10,2,7,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA
602241,825.52309574,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,5,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,710.94387166,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,1,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,M,M,M,M,M,M,2,2,2,2,2,M,M,M,M,M,M,.S,.N,.N,.N,.N,.N,.N,.N
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,825.52309574,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602241,884.6807423,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1150.5944483,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,706.0431707,BU1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S
602677,1150.5944483,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,898.60247102,BU1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,.N,.S,.S,.S,.S,.S,.S,.S
602677,1150.5944483,BU1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,898.60247102,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,706.0431707,BU1,5,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1395.3011403,BU1,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1395.3011403,BU1,4,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,.S,.S,.S,.S,.S,.S,.S
602677,1395.3011403,BU1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1150.5944483,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,1,1,2,1,2,2,2,M,2,2,2,1,1,2,1,2,2,2,2,3,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,898.60247102,BU1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,M,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1395.3011403,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,706.0431707,BU1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,.S,.S,.S,.S,.S,.S,.S
602677,1395.3011403,BU1,6,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1395.3011403,BU1,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1395.3011403,BU1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,NA,NA,1,NA,NA,NA,NA
602677,1150.5944483,BU1,4,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,898.60247102,BU1,4,1,1,2,2,M,M,M,M,M,M,M,M,M,2,2,M,M,M,M,M,M,M,M,M,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,1089.7158893,BU1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,562.09170669,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,466.58952472,BU1,7,2,4,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,1,NA
602677,562.09170669,BU1,7,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA
602677,562.09170669,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,466.58952472,BU1,7,2,4,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,317.73650653,BU1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,NA
602677,562.09170669,BU1,7,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,466.58952472,BU1,7,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,NA,1,NA,NA,1,NA
602677,562.09170669,BU1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,466.58952472,BU1,7,2,4,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
602677,562.09170669,BU1,9,1,4,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,.S,.S,.S,.S,.S,.S,.S,.S
